"phenotype","description","icd10_only","groupnum","group","color"
"NS_328.3","Cerebral degeneration",0,6,"Neurological","#0000FF"
"NS_328.33","Corticobasal degeneration",0,6,"Neurological","#0000FF"
"NS_328.34","Reye's syndrome",0,6,"Neurological","#0000FF"
"NS_329","Symptoms and signs involving cognitive functions and awareness",0,6,"Neurological","#0000FF"
"NS_329.1","Memory loss",0,6,"Neurological","#0000FF"
"NS_329.2","Neurologic neglect syndrome",0,6,"Neurological","#0000FF"
"NS_329.3","Age-related cognitive decline",0,6,"Neurological","#0000FF"
"NS_329.4","Specified cognitive deficit",0,6,"Neurological","#0000FF"
"NS_329.41","Attention and concentration deficit",0,6,"Neurological","#0000FF"
"NS_329.42","Cognitive communication deficit",0,6,"Neurological","#0000FF"
"NS_329.43","Visuospatial deficit",0,6,"Neurological","#0000FF"
"NS_329.44","Psychomotor deficit",0,6,"Neurological","#0000FF"
"NS_329.45","Frontal lobe and executive function deficit",0,6,"Neurological","#0000FF"
"NS_329.5","Mild cognitive impairment",0,6,"Neurological","#0000FF"
"NS_329.6","Transient global amnesia",0,6,"Neurological","#0000FF"
"NS_329.8","Altered mental status, unspecified",0,6,"Neurological","#0000FF"
"NS_330","Epilepsy, recurrent seizures, convulsions",0,6,"Neurological","#0000FF"
"NS_330.1","Epilepsy",0,6,"Neurological","#0000FF"
"NS_330.11","Generalized epilepsy",0,6,"Neurological","#0000FF"
"NS_330.12","Partial epilepsy",0,6,"Neurological","#0000FF"
"NS_330.14","Lennox-Gastaut syndrome*",1,6,"Neurological","#0000FF"
"NS_330.15","Juvenile myoclonic epilepsy*",1,6,"Neurological","#0000FF"
"NS_330.3","Convulsions",0,6,"Neurological","#0000FF"
"NS_330.31","Febrile convulsions",0,6,"Neurological","#0000FF"
"NS_330.4","Post-traumatic seizures",0,6,"Neurological","#0000FF"
"NS_331","Headache",0,6,"Neurological","#0000FF"
"NS_331.1","Tension headache",0,6,"Neurological","#0000FF"
"NS_331.2","Post-traumatic headache",0,6,"Neurological","#0000FF"
"NS_331.3","Headache syndromes, non migraine",0,6,"Neurological","#0000FF"
"NS_331.31","Persistent headache syndromes, non migraine",0,6,"Neurological","#0000FF"
"NS_331.32","Hypnic headache",0,6,"Neurological","#0000FF"
"NS_331.33","Thunderclap headache",0,6,"Neurological","#0000FF"
"NS_331.4","Cluster headaches",0,6,"Neurological","#0000FF"
"NS_331.5","Paroxysmal hemicrania",0,6,"Neurological","#0000FF"
"NS_331.6","Migraine",0,6,"Neurological","#0000FF"
"NS_331.61","Migraine with aura",0,6,"Neurological","#0000FF"
"NS_331.62","Hemiplegic migraine",0,6,"Neurological","#0000FF"
"NS_331.63","Menstrual migraine",0,6,"Neurological","#0000FF"
"NS_331.64","Chronic migraine without aura",0,6,"Neurological","#0000FF"
"NS_331.7","Drug induced headache",0,6,"Neurological","#0000FF"
"NS_333","Sleep disorders",0,6,"Neurological","#0000FF"
"NS_333.1","Sleep apnea",0,6,"Neurological","#0000FF"
"NS_333.11","Obstructive sleep apnea",0,6,"Neurological","#0000FF"
"NS_333.12","Central sleep apnea",0,6,"Neurological","#0000FF"
"NS_333.13","High altitude periodic breathing",0,6,"Neurological","#0000FF"
"NS_333.14","Idiopathic sleep related nonobstructive alveolar hypoventilation",0,6,"Neurological","#0000FF"
"NS_333.2","Insomnia",0,6,"Neurological","#0000FF"
"NS_333.3","Hypersomnia",0,6,"Neurological","#0000FF"
"NS_333.4","Circadian rhythm sleep disorder",0,6,"Neurological","#0000FF"
"NS_333.5","Parasomnias",0,6,"Neurological","#0000FF"
"NS_333.51","Confusional arousals",0,6,"Neurological","#0000FF"
"NS_333.52","REM sleep behavior disorder",0,6,"Neurological","#0000FF"
"NS_333.53","Recurrent isolated sleep paralysis",0,6,"Neurological","#0000FF"
"NS_333.54","Sleepwalking [somnambulism]*",1,6,"Neurological","#0000FF"
"NS_333.55","Sleep terrors [night terrors]*",1,6,"Neurological","#0000FF"
"NS_333.6","Sleep related movement disorders",0,6,"Neurological","#0000FF"
"NS_333.61","Periodic limb movement disorder",0,6,"Neurological","#0000FF"
"NS_333.62","Sleep related leg cramps",0,6,"Neurological","#0000FF"
"NS_333.63","Sleep related bruxism",0,6,"Neurological","#0000FF"
"NS_333.64","Restless legs syndrome",0,6,"Neurological","#0000FF"
"NS_333.7","Narcolepsy",0,6,"Neurological","#0000FF"
"NS_333.71","Narcolepsy with cataplexy",0,6,"Neurological","#0000FF"
"NS_333.8","Sleep disturbances",0,6,"Neurological","#0000FF"
"NS_334","Disorders of facial and cranial nerves",0,6,"Neurological","#0000FF"
"NS_334.1","Trigeminal nerve disorders [CN5]",0,6,"Neurological","#0000FF"
"NS_334.11","Trigeminal neuralgia",0,6,"Neurological","#0000FF"
"NS_334.12","Atypical face pain",0,6,"Neurological","#0000FF"
"NS_334.2","Facial nerve disorders and weakness",0,6,"Neurological","#0000FF"
"NS_334.21","Bell's palsy",0,6,"Neurological","#0000FF"
"NS_334.22","Geniculate ganglionitis",0,6,"Neurological","#0000FF"
"NS_334.23","Facial weakness",0,6,"Neurological","#0000FF"
"NS_334.24","Clonic hemifacial spasm*",1,6,"Neurological","#0000FF"
"NS_334.25","Facial myokymia*",1,6,"Neurological","#0000FF"
"NS_334.3","Disorders of olfactory [1st] nerve",0,6,"Neurological","#0000FF"
"NS_334.4","Disorders of oculomotor nerves",0,6,"Neurological","#0000FF"
"NS_334.41","Third [oculomotor] nerve palsy",0,6,"Neurological","#0000FF"
"NS_334.42","Fourth [trochlear] nerve palsy",0,6,"Neurological","#0000FF"
"NS_334.44","Sixth [abducent] nerve palsy",0,6,"Neurological","#0000FF"
"NS_334.5","Other disorders of glossopharyngeal [9th] nerve",0,6,"Neurological","#0000FF"
"NS_334.6","Disorders of pneumogastric [10th] nerve",0,6,"Neurological","#0000FF"
"NS_334.8","Disorders of hypoglossal [12th] nerve",0,6,"Neurological","#0000FF"
"NS_334.9","Multiple cranial nerve palsies",0,6,"Neurological","#0000FF"
"NS_335","Nerve root and plexus disorders",0,6,"Neurological","#0000FF"
"NS_335.1","Nerve plexus lesions",0,6,"Neurological","#0000FF"
"NS_335.2","Nerve root lesions",0,6,"Neurological","#0000FF"
"NS_335.3","Neuralgic amyotrophy",0,6,"Neurological","#0000FF"
"NS_335.4","Phantom limb (syndrome)",0,6,"Neurological","#0000FF"
"NS_336","Mononeuropathies",0,6,"Neurological","#0000FF"
"NS_336.4","Mononeuritis of upper limb",0,6,"Neurological","#0000FF"
"NS_336.41","Carpal tunnel syndrome",0,6,"Neurological","#0000FF"
"NS_336.411","Carpal tunnel syndrome, bilateral*",1,6,"Neurological","#0000FF"
"NS_336.5","Mononeuritis of lower limb",0,6,"Neurological","#0000FF"
"NS_336.51","Lesion of sciatic nerve",0,6,"Neurological","#0000FF"
"NS_336.52","Meralgia paresthetica",0,6,"Neurological","#0000FF"
"NS_337","Polyneuropathies",0,6,"Neurological","#0000FF"
"NS_337.2","Inflammatory polyneuropathy",0,6,"Neurological","#0000FF"
"NS_337.21","Guillain-Barre syndrome [Acute infective polyneuritis]",0,6,"Neurological","#0000FF"
"NS_337.22","Chronic inflammatory demyelinating polyneuritis",0,6,"Neurological","#0000FF"
"NS_337.3","Toxic polyneuropathy",0,6,"Neurological","#0000FF"
"NS_337.4","Critical illness polyneuropathy",0,6,"Neurological","#0000FF"
"NS_337.5","Polyneuropathy related to infections",0,6,"Neurological","#0000FF"
"NS_337.6","Idiopathic progressive neuropathy",0,6,"Neurological","#0000FF"
"NS_338","Myasthenia gravis and other myoneural disorders",0,6,"Neurological","#0000FF"
"NS_338.1","Myasthenia gravis",0,6,"Neurological","#0000FF"
"NS_338.2","Toxic myoneural disorders",0,6,"Neurological","#0000FF"
"NS_338.3","Lambert-Eaton syndrome",0,6,"Neurological","#0000FF"
"NS_339","Primary disorders of muscles",0,6,"Neurological","#0000FF"
"NS_339.2","Myotonic disorders",0,6,"Neurological","#0000FF"
"NS_339.4","Periodic paralysis",0,6,"Neurological","#0000FF"
"NS_340","Myopathies",0,6,"Neurological","#0000FF"
"NS_340.1","Critical illness myopathy",0,6,"Neurological","#0000FF"
"NS_340.2","Toxic myopathy",0,6,"Neurological","#0000FF"
"NS_340.3","Inflammatory and immune myopathies",0,6,"Neurological","#0000FF"
"NS_341","Cerebral palsy and other paralytic syndromes",0,6,"Neurological","#0000FF"
"NS_341.1","Cerebral palsy",0,6,"Neurological","#0000FF"
"NS_341.11","Spastic cerebral palsy*",1,6,"Neurological","#0000FF"
"NS_341.12","Athetoid cerebral palsy",0,6,"Neurological","#0000FF"
"NS_341.13","Ataxic cerebral palsy*",1,6,"Neurological","#0000FF"
"NS_341.2","Hemiplegia and hemiparesis",0,6,"Neurological","#0000FF"
"NS_341.21","Flaccid hemiplegia",0,6,"Neurological","#0000FF"
"NS_341.22","Spastic hemiplegia",0,6,"Neurological","#0000FF"
"NS_341.23","Brown-Séquard syndrome*",1,6,"Neurological","#0000FF"
"NS_341.6","Cauda equina syndrome",0,6,"Neurological","#0000FF"
"NS_341.9","Transient paralysis",0,6,"Neurological","#0000FF"
"NS_342","Plegia and unspecified paralysis",0,6,"Neurological","#0000FF"
"NS_342.1","Paraplegia/Diplegia",0,6,"Neurological","#0000FF"
"NS_342.2","Quadriplegia",0,6,"Neurological","#0000FF"
"NS_342.4","Monoplegia",0,6,"Neurological","#0000FF"
"NS_343","Disorders of autonomic nervous system",0,6,"Neurological","#0000FF"
"NS_343.1","Peripheral autonomic neuropathy",0,6,"Neurological","#0000FF"
"NS_343.2","Autonomic dysreflexia",0,6,"Neurological","#0000FF"
"NS_343.3","Complex regional pain syndrome",0,6,"Neurological","#0000FF"
"NS_343.5","Horner's syndrome*",1,6,"Neurological","#0000FF"
"NS_343.6","Multi-system degeneration of the autonomic nervous system*",1,6,"Neurological","#0000FF"
"NS_343.7","Postural orthostatic tachycardia syndrome [POTS]*",1,6,"Neurological","#0000FF"
"NS_344","Disorders of the circulation of the cerebrospinal fluid",0,6,"Neurological","#0000FF"
"NS_344.1","Hydrocephalus",0,6,"Neurological","#0000FF"
"NS_344.11","Communicating hydrocephalus",0,6,"Neurological","#0000FF"
"NS_344.12","Obstructive hydrocephalus",0,6,"Neurological","#0000FF"
"NS_344.13","(Idiopathic) normal pressure hydrocephalus",0,6,"Neurological","#0000FF"
"NS_344.2","Benign intracranial hypertension",0,6,"Neurological","#0000FF"
"NS_344.3","Cerebrospinal fluid leak",0,6,"Neurological","#0000FF"
"NS_345","Encephalopathy",0,6,"Neurological","#0000FF"
"NS_345.1","Toxic encephalopathy",0,6,"Neurological","#0000FF"
"NS_345.2","Metabolic encephalopathy",0,6,"Neurological","#0000FF"
"NS_345.3","Hypertensive encephalopathy",0,6,"Neurological","#0000FF"
"NS_345.5","Posterior reversible encephalopathy syndrome*",1,6,"Neurological","#0000FF"
"NS_346","Brain damage and brain death",0,6,"Neurological","#0000FF"
"NS_346.1","Postconcussion syndrome",0,6,"Neurological","#0000FF"
"NS_346.2","Pseudobulbar affect",0,6,"Neurological","#0000FF"
"NS_346.3","Anoxic brain damage",0,6,"Neurological","#0000FF"
"NS_346.5","Compression of brain",0,6,"Neurological","#0000FF"
"NS_346.6","Cerebral edema",0,6,"Neurological","#0000FF"
"NS_347","Other disorders of the brain and CNS",0,6,"Neurological","#0000FF"
"NS_347.1","Cerebral cysts",0,6,"Neurological","#0000FF"
"NS_347.2","Disorders of meninges",0,6,"Neurological","#0000FF"
"NS_347.21","Dural tear",0,6,"Neurological","#0000FF"
"NS_347.3","Temporal sclerosis",0,6,"Neurological","#0000FF"
"NS_348","Other diseases of spinal cord",0,6,"Neurological","#0000FF"
"NS_348.1","Syringomyelia and syringobulbia",0,6,"Neurological","#0000FF"
"NS_348.2","Myelopathies",0,6,"Neurological","#0000FF"
"NS_348.21","Vascular myelopathies",0,6,"Neurological","#0000FF"
"NS_348.4","Spinal cord compression*",1,6,"Neurological","#0000FF"
"NS_349","Disorder of nervous system",0,6,"Neurological","#0000FF"
"NS_349.1","Abnormal findings on diagnostic test of central nervous system",0,6,"Neurological","#0000FF"
"NS_349.12","Abnormal electroencephalogram [EEG]",0,6,"Neurological","#0000FF"
"NS_349.13","Abnormal findings on diagnostic imaging of skull and head",0,6,"Neurological","#0000FF"
"NS_349.14","White matter disease, unspecified*",1,6,"Neurological","#0000FF"
"NS_349.15","Intracranial space-occupying lesion found on diagnostic imaging of central nervous system*",1,6,"Neurological","#0000FF"
"NS_349.2","Abnormal results of function studies of peripheral nervous system",0,6,"Neurological","#0000FF"
"NS_349.3","Nonspecific abnormal electromyogram [EMG]",0,6,"Neurological","#0000FF"
"NS_350","Other symptoms involving nervous  system",0,6,"Neurological","#0000FF"
"NS_350.2","Meningismus",0,6,"Neurological","#0000FF"
"NS_350.3","Abnormal reflex",0,6,"Neurological","#0000FF"
"NS_350.4","Abnormal posture",0,6,"Neurological","#0000FF"
"NS_350.5","Repeated falls*",1,6,"Neurological","#0000FF"
"NS_351","Disturbances of skin sensation",0,6,"Neurological","#0000FF"
"NS_351.1","Anesthesia of skin*",1,6,"Neurological","#0000FF"
"NS_351.2","Hypoesthesia of skin*",1,6,"Neurological","#0000FF"
"NS_351.3","Paresthesia of skin*",1,6,"Neurological","#0000FF"
"NS_351.4","Hyperesthesia*",1,6,"Neurological","#0000FF"
"NS_352","Disturbances of sensation of smell and taste",0,6,"Neurological","#0000FF"
"NS_352.1","Anosmia and Parosmia*",1,6,"Neurological","#0000FF"
"NS_352.2","Parageusia*",1,6,"Neurological","#0000FF"
"NS_354","Dizziness and giddiness",0,6,"Neurological","#0000FF"
"NS_355","Coma and other alteration of consciousness",0,6,"Neurological","#0000FF"
"NS_355.1","Coma",0,6,"Neurological","#0000FF"
"NS_355.2","Alteration of consciousness",0,6,"Neurological","#0000FF"
"NS_355.21","Transient alteration of awareness",0,6,"Neurological","#0000FF"
"NS_356","Speech disturbance",0,6,"Neurological","#0000FF"
"NS_356.1","Dysarthria",0,6,"Neurological","#0000FF"
"NS_356.2","Aphasia and dysphasia",0,6,"Neurological","#0000FF"
"NS_356.4","Slurred speech*",1,6,"Neurological","#0000FF"
"SO_360","Inflammation of eyelids",0,7,"Sense organs","#800080"
"SO_360.1","Hordeolum",0,7,"Sense organs","#800080"
"SO_360.2","Chalazion",0,7,"Sense organs","#800080"
"SO_360.4","Blepharitis",0,7,"Sense organs","#800080"
"SO_360.41","Ulcerative blepharitis",0,7,"Sense organs","#800080"
"SO_360.42","Squamous blepharitis",0,7,"Sense organs","#800080"
"SO_360.5","Noninfectious dermatoses of eyelid",0,7,"Sense organs","#800080"
"SO_360.51","Eczematous dermatitis of eyelid",0,7,"Sense organs","#800080"
"SO_360.52","Xeroderma of eyelid",0,7,"Sense organs","#800080"
"SO_360.53","Allergic dermatitis of eyelid",0,7,"Sense organs","#800080"
"SO_360.54","Discoid lupus erythematosus of eyelid",0,7,"Sense organs","#800080"
"SO_360.6","Abscess of eyelid",0,7,"Sense organs","#800080"
"SO_361","Disorders of eyelid function",0,7,"Sense organs","#800080"
"SO_361.1","Entropion and trichiasis of eyelid",0,7,"Sense organs","#800080"
"SO_361.12","Mechanical entropion",0,7,"Sense organs","#800080"
"SO_361.13","Spastic entropion",0,7,"Sense organs","#800080"
"SO_361.14","Cicatricial entropion",0,7,"Sense organs","#800080"
"SO_361.15","Trichiasis of eyelid without entropion",0,7,"Sense organs","#800080"
"SO_361.2","Lagophthalmos",0,7,"Sense organs","#800080"
"SO_361.22","Mechanical lagophthalmos",0,7,"Sense organs","#800080"
"SO_361.24","Cicatricial lagophthalmos",0,7,"Sense organs","#800080"
"SO_361.25","Paralytic lagophthalmos",0,7,"Sense organs","#800080"
"SO_361.3","Ptosis of eyelid",0,7,"Sense organs","#800080"
"SO_361.32","Mechanical ptosis of eyelid",0,7,"Sense organs","#800080"
"SO_361.33","Myogenic ptosis of eyelid",0,7,"Sense organs","#800080"
"SO_361.35","Paralytic ptosis",0,7,"Sense organs","#800080"
"SO_361.36","Brow ptosis*",1,7,"Sense organs","#800080"
"SO_361.4","Blepharochalasis",0,7,"Sense organs","#800080"
"SO_361.5","Eyelid retraction",0,7,"Sense organs","#800080"
"SO_361.6","Abnormal innervation syndrome of eyelid",0,7,"Sense organs","#800080"
"SO_361.8","Blepharophimosis",0,7,"Sense organs","#800080"
"SO_361.9","Ectropion of eyelid",0,7,"Sense organs","#800080"
"SO_361.92","Mechanical ectropion",0,7,"Sense organs","#800080"
"SO_361.93","Spastic ectropion",0,7,"Sense organs","#800080"
"SO_361.94","Cicatricial ectropion",0,7,"Sense organs","#800080"
"SO_362","Other disorders of the eyelids",0,7,"Sense organs","#800080"
"SO_362.1","Xanthelasma of eyelid",0,7,"Sense organs","#800080"
"SO_362.2","Hyperpigmentation of eyelid [Chloasma]",0,7,"Sense organs","#800080"
"SO_362.3","Hypertrichosis of eyelid",0,7,"Sense organs","#800080"
"SO_362.4","Hypotrichosis of eyelid [Madarosis]",0,7,"Sense organs","#800080"
"SO_362.5","Cysts of eyelid",0,7,"Sense organs","#800080"
"SO_362.6","Dermatochalasis of eyelid",0,7,"Sense organs","#800080"
"SO_362.7","Edema of eyelid",0,7,"Sense organs","#800080"
"SO_362.8","Meibomian gland dysfunction of eyelid*",1,7,"Sense organs","#800080"
"SO_363","Disorders of lacrimal system",0,7,"Sense organs","#800080"
"SO_363.1","Dacryoadenitis",0,7,"Sense organs","#800080"
"SO_363.2","Dry eye syndrome [Tear film insufficiency]",0,7,"Sense organs","#800080"
"SO_363.3","Lacrimal cysts",0,7,"Sense organs","#800080"
"SO_363.4","Lacrimal atrophy",0,7,"Sense organs","#800080"
"SO_363.5","Epiphora",0,7,"Sense organs","#800080"
"SO_363.51","Epiphora due to excess lacrimation",0,7,"Sense organs","#800080"
"SO_363.52","Epiphora due to insufficient drainage",0,7,"Sense organs","#800080"
"SO_363.6","Inflammation of lacrimal passages",0,7,"Sense organs","#800080"
"SO_363.61","Dacryocystitis",0,7,"Sense organs","#800080"
"SO_363.62","Canaliculitis",0,7,"Sense organs","#800080"
"SO_363.63","Lacrimal mucocele",0,7,"Sense organs","#800080"
"SO_363.7","Stenosis and insufficiency of lacrimal passages",0,7,"Sense organs","#800080"
"SO_365","Disorders of the orbit",0,7,"Sense organs","#800080"
"SO_365.1","Enophthalmos",0,7,"Sense organs","#800080"
"SO_365.2","Orbital edema or congestion",0,7,"Sense organs","#800080"
"SO_365.3","Exophthalmos [Proptosis]",0,7,"Sense organs","#800080"
"SO_365.4","Orbital cysts",0,7,"Sense organs","#800080"
"SO_365.5","Myopathy of extraocular muscles",0,7,"Sense organs","#800080"
"SO_365.6","Deformity of orbit",0,7,"Sense organs","#800080"
"SO_366","Disorders of conjunctiva",0,7,"Sense organs","#800080"
"SO_366.1","Pterygium of eye",0,7,"Sense organs","#800080"
"SO_366.2","Conjunctival degenerations and deposits",0,7,"Sense organs","#800080"
"SO_366.21","Pinguecula",0,7,"Sense organs","#800080"
"SO_366.3","Conjunctival scars",0,7,"Sense organs","#800080"
"SO_366.4","Vascular abnormalities of conjunctiva",0,7,"Sense organs","#800080"
"SO_366.42","Conjunctival hyperemia",0,7,"Sense organs","#800080"
"SO_366.5","Conjunctival edema",0,7,"Sense organs","#800080"
"SO_366.6","Conjunctival cysts",0,7,"Sense organs","#800080"
"SO_367","Inflammation of the eye",0,7,"Sense organs","#800080"
"SO_367.1","Conjunctivitis",0,7,"Sense organs","#800080"
"SO_367.11","Follicular conjunctivitis",0,7,"Sense organs","#800080"
"SO_367.12","Allergic conjunctivitis",0,7,"Sense organs","#800080"
"SO_367.13","Blepharoconjunctivitis",0,7,"Sense organs","#800080"
"SO_367.2","Keratitis",0,7,"Sense organs","#800080"
"SO_367.21","Corneal ulcer",0,7,"Sense organs","#800080"
"SO_367.22","Punctate keratitis",0,7,"Sense organs","#800080"
"SO_367.3","Keratoconjunctivitis",0,7,"Sense organs","#800080"
"SO_367.31","Keratoconjunctivitis sicca",0,7,"Sense organs","#800080"
"SO_367.32","Neurotrophic keratoconjunctivitis",0,7,"Sense organs","#800080"
"SO_367.4","Inflammation of orbit",0,7,"Sense organs","#800080"
"SO_367.41","Cellulitis of orbit",0,7,"Sense organs","#800080"
"SO_367.42","Granuloma of orbit",0,7,"Sense organs","#800080"
"SO_367.5","Uveitis",0,7,"Sense organs","#800080"
"SO_367.51","Panuveitis",0,7,"Sense organs","#800080"
"SO_367.52","Iridocyclitis",0,7,"Sense organs","#800080"
"SO_367.53","Chorioretinitis",0,7,"Sense organs","#800080"
"SO_367.56","Vogt-Koyanagi-Harada Disease",0,7,"Sense organs","#800080"
"SO_367.6","Episcleritis",0,7,"Sense organs","#800080"
"SO_367.7","Scleritis",0,7,"Sense organs","#800080"
"SO_367.8","Hypopyon",0,7,"Sense organs","#800080"
"SO_367.9","Chorioretinal inflammation",0,7,"Sense organs","#800080"
"SO_368","Disorders of sclera",0,7,"Sense organs","#800080"
"SO_368.1","Scleral staphyloma",0,7,"Sense organs","#800080"
"SO_368.2","Scleral ectasia",0,7,"Sense organs","#800080"
"SO_369","Disorders of the cornea",0,7,"Sense organs","#800080"
"SO_369.1","Corneal scars and opacities",0,7,"Sense organs","#800080"
"SO_369.11","Peripheral opacity of cornea",0,7,"Sense organs","#800080"
"SO_369.12","Central opacity of cornea",0,7,"Sense organs","#800080"
"SO_369.14","Corneal pigmentations",0,7,"Sense organs","#800080"
"SO_369.15","Corneal deposits",0,7,"Sense organs","#800080"
"SO_369.2","Corneal edema",0,7,"Sense organs","#800080"
"SO_369.3","Corneal neovascularization",0,7,"Sense organs","#800080"
"SO_369.4","Corneal degenerations",0,7,"Sense organs","#800080"
"SO_369.42","Recurrent erosion of cornea",0,7,"Sense organs","#800080"
"SO_369.43","Band keratopathy",0,7,"Sense organs","#800080"
"SO_369.44","Senile corneal changes including arcus senilis",0,7,"Sense organs","#800080"
"SO_369.6","Corneal deformities",0,7,"Sense organs","#800080"
"SO_369.61","Corneal ectasia",0,7,"Sense organs","#800080"
"SO_369.62","Keratoconus",0,7,"Sense organs","#800080"
"SO_369.7","Endothelial corneal dystrophy [Fuchs' dystrophy]",0,7,"Sense organs","#800080"
"SO_370","Disorders of iris and ciliary body",0,7,"Sense organs","#800080"
"SO_370.1","Degeneration of iris and ciliary body",0,7,"Sense organs","#800080"
"SO_370.11","Pigmentary iris degeneration",0,7,"Sense organs","#800080"
"SO_370.2","Cyst of iris, ciliary body and anterior chamber",0,7,"Sense organs","#800080"
"SO_370.3","Vascular disorders of iris and ciliary body",0,7,"Sense organs","#800080"
"SO_370.4","Adhesions and disruptions of iris and ciliary body",0,7,"Sense organs","#800080"
"SO_370.41","Pupillary abnormalities",0,7,"Sense organs","#800080"
"SO_370.6","Floppy iris syndrome",0,7,"Sense organs","#800080"
"SO_371","Cataract",0,7,"Sense organs","#800080"
"SO_371.1","Cortical age-related cataract",0,7,"Sense organs","#800080"
"SO_371.2","Subcapsular cataract",0,7,"Sense organs","#800080"
"SO_371.21","Anterior subcapsular polar cataract",0,7,"Sense organs","#800080"
"SO_371.22","Posterior subcapsular polar cataract",0,7,"Sense organs","#800080"
"SO_371.3","Nuclear cataract",0,7,"Sense organs","#800080"
"SO_371.4","Cortical, lamellar, or zonular nonsenile cataract",0,7,"Sense organs","#800080"
"SO_372","Disorders of lens (excluding cataracts)",0,7,"Sense organs","#800080"
"SO_372.1","Aphakia",0,7,"Sense organs","#800080"
"SO_372.2","Dislocation of lens",0,7,"Sense organs","#800080"
"SO_373","Disorders of choroid",0,7,"Sense organs","#800080"
"SO_373.1","Chorioretinal scars",0,7,"Sense organs","#800080"
"SO_373.2","Choroidal degenerations",0,7,"Sense organs","#800080"
"SO_373.5","Choroidal detachment",0,7,"Sense organs","#800080"
"SO_374","Disorders of the retina",0,7,"Sense organs","#800080"
"SO_374.1","Retinal detachments and breaks",0,7,"Sense organs","#800080"
"SO_374.11","Serous retinal detachment",0,7,"Sense organs","#800080"
"SO_374.12","Traction detachment of retina",0,7,"Sense organs","#800080"
"SO_374.13","Horseshoe tear of retina without detachment",0,7,"Sense organs","#800080"
"SO_374.14","Round hole of retina without detachment",0,7,"Sense organs","#800080"
"SO_374.2","Retinoschisis and retinal cysts",0,7,"Sense organs","#800080"
"SO_374.21","Retinoschisis",0,7,"Sense organs","#800080"
"SO_374.22","Retinal cysts",0,7,"Sense organs","#800080"
"SO_374.3","Retinal vasculopathy",0,7,"Sense organs","#800080"
"SO_374.32","Retinal microaneurysms",0,7,"Sense organs","#800080"
"SO_374.33","Retinal neovascularization",0,7,"Sense organs","#800080"
"SO_374.34","Retinal vasculitis",0,7,"Sense organs","#800080"
"SO_374.35","Retinal telangiectasis",0,7,"Sense organs","#800080"
"SO_374.36","Retinal ischemia",0,7,"Sense organs","#800080"
"SO_374.4","Retinopathy",0,7,"Sense organs","#800080"
"SO_374.41","Hypertensive retinopathy",0,7,"Sense organs","#800080"
"SO_374.42","Diabetic retinopathy",0,7,"Sense organs","#800080"
"SO_374.43","Exudative retinopathy",0,7,"Sense organs","#800080"
"SO_374.44","Central serous chorioretinopathy",0,7,"Sense organs","#800080"
"SO_374.5","Macular degeneration",0,7,"Sense organs","#800080"
"SO_374.51","Age-related macular degeneration",0,7,"Sense organs","#800080"
"SO_374.511","Nonexuadative (dry) age-related macular degeneration",0,7,"Sense organs","#800080"
"SO_374.512","Exuadative (wet) age-related macular degeneration",0,7,"Sense organs","#800080"
"SO_374.53","Cystoid macular degeneration",0,7,"Sense organs","#800080"
"SO_374.54","Drusen (degenerative) of macula",0,7,"Sense organs","#800080"
"SO_374.6","Peripheral retinal degeneration",0,7,"Sense organs","#800080"
"SO_374.61","Lattice degeneration of retina",0,7,"Sense organs","#800080"
"SO_374.7","Non-degenerative maculopathy",0,7,"Sense organs","#800080"
"SO_374.71","Puckering of macula",0,7,"Sense organs","#800080"
"SO_374.72","Toxic maculopathy of retina",0,7,"Sense organs","#800080"
"SO_374.73","Angioid streaks of macula",0,7,"Sense organs","#800080"
"SO_374.74","Macular cyst, hole, or pseudohole",0,7,"Sense organs","#800080"
"SO_374.8","Retinal edema",0,7,"Sense organs","#800080"
"SO_374.9","Retinal occlusions",0,7,"Sense organs","#800080"
"SO_374.91","Transient retinal arterial occlusion [Amaurosis fugax]",0,7,"Sense organs","#800080"
"SO_375","Abnormal intraocular pressure",0,7,"Sense organs","#800080"
"SO_375.1","Glaucoma",0,7,"Sense organs","#800080"
"SO_375.11","Open angle glaucoma",0,7,"Sense organs","#800080"
"SO_375.111","Capsular glaucoma with pseudoexfoliation of lens",0,7,"Sense organs","#800080"
"SO_375.112","Pigmentary glaucoma",0,7,"Sense organs","#800080"
"SO_375.113","Low-tension glaucoma",0,7,"Sense organs","#800080"
"SO_375.12","Angle-Closure Glaucoma",0,7,"Sense organs","#800080"
"SO_375.6","Ocular hypertension",0,7,"Sense organs","#800080"
"SO_375.61","Blind hypertensive eye",0,7,"Sense organs","#800080"
"SO_375.7","Hypotony of eye",0,7,"Sense organs","#800080"
"SO_376","Disorders of vitreous body",0,7,"Sense organs","#800080"
"SO_376.1","Vitreous degeneration",0,7,"Sense organs","#800080"
"SO_376.2","Vitreous opacities",0,7,"Sense organs","#800080"
"SO_376.21","Crystalline deposits in vitreous body",0,7,"Sense organs","#800080"
"SO_376.22","Vitreous membranes and strands",0,7,"Sense organs","#800080"
"SO_376.3","Vitreous prolapse",0,7,"Sense organs","#800080"
"SO_376.4","Vitreomacular adhesion",0,7,"Sense organs","#800080"
"SO_377","Hemorrhage of the eye",0,7,"Sense organs","#800080"
"SO_377.1","Hemorrhage of orbit",0,7,"Sense organs","#800080"
