"phecode","phecode_string","category_num","category","sex","icd10_only","leaf","phecode_num"
"EM_256.71","Dehydration","04","Endocrine/Metab","Both",0,1,256.71
"EM_256.72","Hypovolemia","04","Endocrine/Metab","Both",0,1,256.72
"EM_257","Polydipsia","04","Endocrine/Metab","Both",0,1,257
"MB_280","Psychoactive substance related disorders","05","Mental","Both",0,0,280
"MB_280.1","Alcohol use disorders","05","Mental","Both",0,0,280.1
"MB_280.11","Alcohol abuse and dependence","05","Mental","Both",0,1,280.11
"MB_280.13","Alcoholic liver disease","05","Mental","Both",0,1,280.13
"MB_280.2","Opioid use disorders","05","Mental","Both",0,0,280.2
"MB_280.21","Opioid abuse or dependence","05","Mental","Both",0,1,280.21
"MB_280.3","Cannabis use disorders","05","Mental","Both",0,0,280.3
"MB_280.31","Cannabis abuse or dependance","05","Mental","Both",0,1,280.31
"MB_280.4","Sedative, hypnotic, or anxiolytic related disorders","05","Mental","Both",0,0,280.4
"MB_280.41","Sedative, hypnotic or anxiolytic-related abuse or dependance","05","Mental","Both",0,1,280.41
"MB_280.5","Stimulant use disorders","05","Mental","Both",0,0,280.5
"MB_280.51","Stimulant abuse or dependance","05","Mental","Both",0,1,280.51
"MB_280.7","Hallucinogen related disorders","05","Mental","Both",0,0,280.7
"MB_280.71","Hallucinogen abuse or dependence","05","Mental","Both",0,1,280.71
"MB_280.8","Psychoactive substance abuse","05","Mental","Both",0,1,280.8
"MB_280.9","Psychoactive substance dependance","05","Mental","Both",0,0,280.9
"MB_280.91","Psychoactive substance withdrawal","05","Mental","Both",0,1,280.91
"MB_281","Abuse of non-psychoactive substances*","05","Mental","Both",1,1,281
"MB_282","Nicotine dependence (current and history of)","05","Mental","Both",0,0,282
"MB_282.1","Current tobacco use and nicotine dependence","05","Mental","Both",0,1,282.1
"MB_282.2","Personal history of nicotine dependence","05","Mental","Both",0,1,282.2
"MB_283","Other mental and behavioral problems","05","Mental","Both",0,0,283
"MB_283.1","Symptoms and signs involving appearance and behavior*","05","Mental","Both",1,1,283.1
"MB_283.3","High risk sexual behavior","05","Mental","Both",0,1,283.3
"MB_283.4","Patient's noncompliance with medical treatment and regimen","05","Mental","Both",0,1,283.4
"MB_283.8","Problems related to lifestyle","05","Mental","Both",0,1,283.8
"MB_284","Suicide ideation and attempt or self harm","05","Mental","Both",0,0,284
"MB_284.1","Suicidal ideations","05","Mental","Both",0,1,284.1
"MB_284.2","Suicide and self-inflicted harm","05","Mental","Both",0,1,284.2
"MB_284.3","Nonsuicidal self-harm*","05","Mental","Both",1,1,284.3
"MB_286","Mood [affective] disorders","05","Mental","Both",0,0,286
"MB_286.1","Bipolar disorder","05","Mental","Both",0,0,286.1
"MB_286.11","Bipolar I disorder","05","Mental","Both",0,1,286.11
"MB_286.12","Bipolar II disorder*","05","Mental","Both",1,1,286.12
"MB_286.2","Major depressive disorder","05","Mental","Both",0,1,286.2
"MB_286.3","Premenstrual dysphoric disorder","05","Mental","Female",0,1,286.3
"MB_286.4","Dysthymic disorder","05","Mental","Both",0,1,286.4
"MB_287","Psychotic disorder","05","Mental","Both",0,0,287
"MB_287.1","Schizophrenia","05","Mental","Both",0,1,287.1
"MB_287.2","Schizoaffective disorder","05","Mental","Both",0,1,287.2
"MB_287.4","Delusional disorders","05","Mental","Both",0,1,287.4
"MB_287.5","Drug-induced psychotic disorder","05","Mental","Both",0,1,287.5
"MB_288","Anxiety and anxiety disorders","05","Mental","Both",0,0,288
"MB_288.2","Panic disorder [episodic paroxysmal anxiety]","05","Mental","Both",0,1,288.2
"MB_288.3","Generalized anxiety disorder","05","Mental","Both",0,1,288.3
"MB_288.4","Phobic disorders","05","Mental","Both",0,0,288.4
"MB_288.41","Agoraphobia","05","Mental","Both",0,1,288.41
"MB_288.42","Social phobia","05","Mental","Both",0,1,288.42
"MB_288.5","Drug induced anxiety disorder*","05","Mental","Both",1,1,288.5
"MB_289","Obsessive-compulsive disorder","05","Mental","Both",0,1,289
"MB_290","Reaction to severe stress, and adjustment disorders","05","Mental","Both",0,0,290
"MB_290.1","Posttraumatic stress disorder","05","Mental","Both",0,1,290.1
"MB_291","Dissociative and somatoform disorders","05","Mental","Both",0,0,291
"MB_291.1","Conversion disorder","05","Mental","Both",0,1,291.1
"MB_293","Eating disorders","05","Mental","Both",0,0,293
"MB_293.1","Anorexia nervosa","05","Mental","Both",0,1,293.1
"MB_293.2","Bulimia nervosa","05","Mental","Both",0,1,293.2
"MB_293.3","Binge eating disorder*","05","Mental","Both",1,1,293.3
"MB_293.4","Polyphagia","05","Mental","Both",0,1,293.4
"MB_293.5","Pica","05","Mental","Both",0,1,293.5
"MB_294","Sexual dysfunction and disorders","05","Mental","Both",0,1,294
"MB_296","Personality disorders","05","Mental","Both",0,0,296
"MB_296.1","Paranoid personality disorder","05","Mental","Both",0,1,296.1
"MB_296.2","Schizoid personality disorder","05","Mental","Both",0,1,296.2
"MB_296.3","Antisocial personality disorder","05","Mental","Both",0,1,296.3
"MB_296.4","Borderline personality disorder","05","Mental","Both",0,1,296.4
"MB_296.5","Histrionic personality disorder","05","Mental","Both",0,1,296.5
"MB_296.6","Avoidant personality disorder","05","Mental","Both",0,1,296.6
"MB_296.7","Dependent personality disorder","05","Mental","Both",0,1,296.7
"MB_296.8","Narcissistic personality disorder","05","Mental","Both",0,1,296.8
"MB_297","Gender identity disorder","05","Mental","Both",0,1,297
"MB_298","Impulse disorders","05","Mental","Both",0,0,298
"MB_298.1","Intermittent explosive disorder","05","Mental","Both",0,1,298.1
"MB_298.2","Pathological gambling","05","Mental","Both",0,1,298.2
"MB_298.3","Trichotillomania*","05","Mental","Both",1,1,298.3
"MB_299","Mental disorder, not otherwise specified","05","Mental","Both",0,1,299
"MB_300","Intellectual disabilities","05","Mental","Both",0,0,300
"MB_300.1","Mild intellectual disabilities","05","Mental","Both",0,1,300.1
"MB_300.2","Moderate intellectual disabilities","05","Mental","Both",0,1,300.2
"MB_300.3","Severe intellectual disabilities","05","Mental","Both",0,1,300.3
"MB_300.4","Profound intellectual disabilities","05","Mental","Both",0,1,300.4
"MB_301","Pervasive developmental disorders","05","Mental","Both",0,0,301
"MB_301.1","Autism","05","Mental","Both",0,1,301.1
"MB_301.2","Asperger's syndrome*","05","Mental","Both",1,1,301.2
"MB_302","Developemental delay","05","Mental","Both",0,0,302
"MB_302.1","Speech and language developmental delay","05","Mental","Both",0,0,302.1
"MB_302.11","Expressive language disorder","05","Mental","Both",0,1,302.11
"MB_302.12","Mixed receptive-expressive language disorder","05","Mental","Both",0,1,302.12
"MB_302.13","Phonological disorder*","05","Mental","Both",1,1,302.13
"MB_302.2","Specific developmental disorder of motor function","05","Mental","Both",0,1,302.2
"MB_302.3","Specific developmental disorders of scholastic skills","05","Mental","Both",0,1,302.3
"MB_302.4","Delayed milestones","05","Mental","Both",0,1,302.4
"MB_303","Symbolic dysfunctions","05","Mental","Both",0,0,303
"MB_303.1","Dyslexia and alexia","05","Mental","Both",0,1,303.1
"MB_304","Attention-deficit hyperactivity disorders","05","Mental","Both",0,1,304
"MB_305","Stereotyped movement disorders","05","Mental","Both",0,0,305
"MB_305.1","Tics and tic disorders","05","Mental","Both",0,0,305.1
"MB_305.11","Tourette's disorder","05","Mental","Both",0,1,305.11
"MB_305.12","Chronic motor or vocal tic disorder","05","Mental","Both",0,1,305.12
"MB_305.13","Transient tic disorder","05","Mental","Both",0,1,305.13
"MB_305.14","Tics of organic origin","05","Mental","Both",0,1,305.14
"MB_306","Conduct disorders","05","Mental","Both",0,1,306
"MB_307","Behavioral and emotional disorders with onset usually in childhood and adolescence","05","Mental","Both",0,0,307
"MB_307.3","Emotional disturbance of childhood or adolescence","05","Mental","Both",0,1,307.3
"MB_307.4","Disorders of social functioning with onset in childhood and adolescence","05","Mental","Both",0,1,307.4
"MB_308","Symptoms related to mental disorders","05","Mental","Both",0,0,308
"MB_308.1","Delirium","05","Mental","Both",0,1,308.1
"MB_308.2","Delusions","05","Mental","Both",0,1,308.2
"MB_308.3","Hallucinations","05","Mental","Both",0,0,308.3
"MB_308.31","Visual hallucinations","05","Mental","Both",0,1,308.31
"MB_308.32","Auditory hallucinations*","05","Mental","Both",1,1,308.32
"MB_308.4","Neurocognitive disorder*","05","Mental","Both",1,1,308.4
"MB_309","Signs and symptoms involving emotional state","05","Mental","Both",0,0,309
"MB_309.1","Irritability","05","Mental","Both",0,1,309.1
"MB_309.2","Impulsiveness","05","Mental","Both",0,1,309.2
"MB_309.3","Emotional lability","05","Mental","Both",0,1,309.3
"MB_309.4","Demoralization and apathy","05","Mental","Both",0,1,309.4
"MB_309.5","Nervousness","05","Mental","Both",0,1,309.5
"MB_309.6","Excessive crying of child, adolescent, or adult","05","Mental","Both",0,1,309.6
"MB_309.7","Restlessness and agitation*","05","Mental","Both",1,1,309.7
"MB_309.8","Homicidal ideations","05","Mental","Both",0,1,309.8
"MB_309.9","Hostility and violent behavior*","05","Mental","Both",1,1,309.9
"NS_320","Meningitis","06","Neurological","Both",0,0,320
"NS_320.1","Infective meningitis","06","Neurological","Both",0,0,320.1
"NS_320.11","Bacterial meningitis","06","Neurological","Both",0,1,320.11
"NS_320.12","Viral meningitis","06","Neurological","Both",0,1,320.12
"NS_320.13","Fungal memingitis","06","Neurological","Both",0,1,320.13
"NS_320.2","Meningitis due to other non-infectious causes","06","Neurological","Both",0,0,320.2
"NS_320.21","Nonpyogenic meningitis","06","Neurological","Both",0,1,320.21
"NS_320.22","Chronic meningitis","06","Neurological","Both",0,1,320.22
"NS_321","Encephalitis, myelitis and encephalomyelitis","06","Neurological","Both",0,0,321
"NS_321.1","Encephalitis","06","Neurological","Both",0,0,321.1
"NS_321.11","Bacterial encephalitis","06","Neurological","Both",0,1,321.11
"NS_321.12","Viral encephalitis","06","Neurological","Both",0,1,321.12
"NS_321.13","Toxoplasmosis meningoencephalitis","06","Neurological","Both",0,1,321.13
"NS_321.14","Acute disseminated encephalitis and encephalomyelitis (ADEM)","06","Neurological","Both",0,1,321.14
"NS_321.2","Myelitis","06","Neurological","Both",0,0,321.2
"NS_321.21","Acute (transverse) myelitis","06","Neurological","Both",0,1,321.21
"NS_322","Other CNS infection","06","Neurological","Both",0,0,322
"NS_322.1","Prion diseases","06","Neurological","Both",0,1,322.1
"NS_322.2","Progressive multifocal leukoencephalopathy","06","Neurological","Both",0,1,322.2
"NS_322.4","Intracranial and intraspinal abscess","06","Neurological","Both",0,1,322.4
"NS_323","Systemic atrophies primarily affecting the central nervous system","06","Neurological","Both",0,0,323
"NS_323.3","Motor neuron disease","06","Neurological","Both",0,0,323.3
"NS_323.31","Amyotrophic lateral sclerosis [ALS]","06","Neurological","Both",0,1,323.31
"NS_323.32","Progressive bulbar palsy","06","Neurological","Both",0,1,323.32
"NS_323.33","Primary lateral sclerosis","06","Neurological","Both",0,1,323.33
"NS_324","Extrapyramidal and movement disorders","06","Neurological","Both",0,0,324
"NS_324.1","Parkinsonism","06","Neurological","Both",0,0,324.1
"NS_324.11","Parkinson's disease (Primary)","06","Neurological","Both",0,1,324.11
"NS_324.2","Degenerative diseases of the basal ganglia (excluding parkinsonism)","06","Neurological","Both",0,0,324.2
"NS_324.21","Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski]*","06","Neurological","Both",1,1,324.21
"NS_324.3","Abnormal involuntary movements","06","Neurological","Both",0,0,324.3
"NS_324.31","Dystonia","06","Neurological","Both",0,0,324.31
"NS_324.311","Drug induced dystonia","06","Neurological","Both",0,1,324.311
"NS_324.314","Torticollis","06","Neurological","Both",0,1,324.314
"NS_324.315","Idiopathic orofacial dystonia","06","Neurological","Both",0,1,324.315
"NS_324.316","Blepharospasm","06","Neurological","Both",0,1,324.316
"NS_324.32","Abnormal head movements*","06","Neurological","Both",1,1,324.32
"NS_324.33","Fasciculation*","06","Neurological","Both",1,1,324.33
"NS_324.34","Tremor","06","Neurological","Both",0,0,324.34
"NS_324.341","Essential tremor*","06","Neurological","Both",1,1,324.341
"NS_324.342","Drug-induced tremor*","06","Neurological","Both",1,1,324.342
"NS_324.35","Myoclonus","06","Neurological","Both",0,1,324.35
"NS_324.5","Benign shuddering attacks","06","Neurological","Both",0,1,324.5
"NS_324.6","Tetany","06","Neurological","Both",0,1,324.6
"NS_324.7","Stiff-man syndrome","06","Neurological","Both",0,1,324.7
"NS_324.9","Chorea","06","Neurological","Both",0,1,324.9
"NS_325","Abnormality of gait and mobility","06","Neurological","Both",0,0,325
"NS_325.1","Abnormality of gait","06","Neurological","Both",0,1,325.1
"NS_325.2","Difficulty walking","06","Neurological","Both",0,1,325.2
"NS_325.3","Lack of coordination","06","Neurological","Both",0,1,325.3
"NS_326","Demyelinating diseases of the central nervous system","06","Neurological","Both",0,0,326
"NS_326.1","Multiple sclerosis","06","Neurological","Both",0,1,326.1
"NS_326.2","Neuromyelitis optica","06","Neurological","Both",0,1,326.2
"NS_326.3","Diffuse myelinoclastic sclerosis [Schilder's disease]","06","Neurological","Both",0,1,326.3
"NS_328","Dementias and cerebral degeneration","06","Neurological","Both",0,0,328
"NS_328.1","Dementias","06","Neurological","Both",0,0,328.1
"NS_328.11","Alzheimer's disease","06","Neurological","Both",0,1,328.11
"NS_328.12","Vascular dementia","06","Neurological","Both",0,1,328.12
"NS_328.13","Frontotemporal dementia [FTD]","06","Neurological","Both",0,1,328.13
"NS_328.14","Dementia with Lewy bodies","06","Neurological","Both",0,1,328.14
"NS_328.3","Cerebral degeneration","06","Neurological","Both",0,0,328.3
"NS_328.33","Corticobasal degeneration","06","Neurological","Both",0,1,328.33
"NS_328.34","Reye's syndrome","06","Neurological","Both",0,1,328.34
"NS_329","Symptoms and signs involving cognitive functions and awareness","06","Neurological","Both",0,0,329
"NS_329.1","Memory loss","06","Neurological","Both",0,1,329.1
"NS_329.2","Neurologic neglect syndrome","06","Neurological","Both",0,1,329.2
"NS_329.3","Age-related cognitive decline","06","Neurological","Both",0,1,329.3
"NS_329.4","Specified cognitive deficit","06","Neurological","Both",0,0,329.4
"NS_329.41","Attention and concentration deficit","06","Neurological","Both",0,1,329.41
"NS_329.42","Cognitive communication deficit","06","Neurological","Both",0,1,329.42
"NS_329.43","Visuospatial deficit","06","Neurological","Both",0,1,329.43
"NS_329.44","Psychomotor deficit","06","Neurological","Both",0,1,329.44
"NS_329.45","Frontal lobe and executive function deficit","06","Neurological","Both",0,1,329.45
"NS_329.5","Mild cognitive impairment","06","Neurological","Both",0,1,329.5
"NS_329.6","Transient global amnesia","06","Neurological","Both",0,1,329.6
"NS_329.8","Altered mental status, unspecified","06","Neurological","Both",0,1,329.8
"NS_330","Epilepsy, recurrent seizures, convulsions","06","Neurological","Both",0,0,330
"NS_330.1","Epilepsy","06","Neurological","Both",0,0,330.1
"NS_330.11","Generalized epilepsy","06","Neurological","Both",0,1,330.11
"NS_330.12","Partial epilepsy","06","Neurological","Both",0,1,330.12
"NS_330.14","Lennox-Gastaut syndrome*","06","Neurological","Both",1,1,330.14
"NS_330.15","Juvenile myoclonic epilepsy*","06","Neurological","Both",1,1,330.15
"NS_330.3","Convulsions","06","Neurological","Both",0,0,330.3
"NS_330.31","Febrile convulsions","06","Neurological","Both",0,1,330.31
"NS_330.4","Post-traumatic seizures","06","Neurological","Both",0,1,330.4
"NS_331","Headache","06","Neurological","Both",0,0,331
"NS_331.1","Tension headache","06","Neurological","Both",0,1,331.1
"NS_331.2","Post-traumatic headache","06","Neurological","Both",0,1,331.2
"NS_331.3","Headache syndromes, non migraine","06","Neurological","Both",0,0,331.3
"NS_331.31","Persistent headache syndromes, non migraine","06","Neurological","Both",0,1,331.31
"NS_331.32","Hypnic headache","06","Neurological","Both",0,1,331.32
"NS_331.33","Thunderclap headache","06","Neurological","Both",0,1,331.33
"NS_331.4","Cluster headaches","06","Neurological","Both",0,1,331.4
"NS_331.5","Paroxysmal hemicrania","06","Neurological","Both",0,1,331.5
"NS_331.6","Migraine","06","Neurological","Both",0,0,331.6
"NS_331.61","Migraine with aura","06","Neurological","Both",0,1,331.61
"NS_331.62","Hemiplegic migraine","06","Neurological","Both",0,1,331.62
"NS_331.63","Menstrual migraine","06","Neurological","Female",0,1,331.63
"NS_331.64","Chronic migraine without aura","06","Neurological","Both",0,1,331.64
"NS_331.7","Drug induced headache","06","Neurological","Both",0,1,331.7
"NS_333","Sleep disorders","06","Neurological","Both",0,0,333
"NS_333.1","Sleep apnea","06","Neurological","Both",0,0,333.1
"NS_333.11","Obstructive sleep apnea","06","Neurological","Both",0,1,333.11
"NS_333.12","Central sleep apnea","06","Neurological","Both",0,1,333.12
"NS_333.13","High altitude periodic breathing","06","Neurological","Both",0,1,333.13
"NS_333.14","Idiopathic sleep related nonobstructive alveolar hypoventilation","06","Neurological","Both",0,1,333.14
"NS_333.2","Insomnia","06","Neurological","Both",0,1,333.2
"NS_333.3","Hypersomnia","06","Neurological","Both",0,1,333.3
"NS_333.4","Circadian rhythm sleep disorder","06","Neurological","Both",0,1,333.4
"NS_333.5","Parasomnias","06","Neurological","Both",0,0,333.5
"NS_333.51","Confusional arousals","06","Neurological","Both",0,1,333.51
"NS_333.52","REM sleep behavior disorder","06","Neurological","Both",0,1,333.52
"NS_333.53","Recurrent isolated sleep paralysis","06","Neurological","Both",0,1,333.53
"NS_333.54","Sleepwalking [somnambulism]*","06","Neurological","Both",1,1,333.54
"NS_333.55","Sleep terrors [night terrors]*","06","Neurological","Both",1,1,333.55
"NS_333.6","Sleep related movement disorders","06","Neurological","Both",0,0,333.6
"NS_333.61","Periodic limb movement disorder","06","Neurological","Both",0,1,333.61
"NS_333.62","Sleep related leg cramps","06","Neurological","Both",0,1,333.62
"NS_333.63","Sleep related bruxism","06","Neurological","Both",0,1,333.63
"NS_333.64","Restless legs syndrome","06","Neurological","Both",0,1,333.64
"NS_333.7","Narcolepsy","06","Neurological","Both",0,0,333.7
"NS_333.71","Narcolepsy with cataplexy","06","Neurological","Both",0,1,333.71
"NS_333.8","Sleep disturbances","06","Neurological","Both",0,1,333.8
"NS_334","Disorders of facial and cranial nerves","06","Neurological","Both",0,0,334
"NS_334.1","Trigeminal nerve disorders [CN5]","06","Neurological","Both",0,0,334.1
"NS_334.11","Trigeminal neuralgia","06","Neurological","Both",0,1,334.11
"NS_334.12","Atypical face pain","06","Neurological","Both",0,1,334.12
"NS_334.2","Facial nerve disorders and weakness","06","Neurological","Both",0,0,334.2
"NS_334.21","Bell's palsy","06","Neurological","Both",0,1,334.21
"NS_334.22","Geniculate ganglionitis","06","Neurological","Both",0,1,334.22
"NS_334.23","Facial weakness","06","Neurological","Both",0,1,334.23
"NS_334.24","Clonic hemifacial spasm*","06","Neurological","Both",1,1,334.24
"NS_334.25","Facial myokymia*","06","Neurological","Both",1,1,334.25
"NS_334.3","Disorders of olfactory [1st] nerve","06","Neurological","Both",0,1,334.3
"NS_334.4","Disorders of oculomotor nerves","06","Neurological","Both",0,0,334.4
"NS_334.41","Third [oculomotor] nerve palsy","06","Neurological","Both",0,1,334.41
"NS_334.42","Fourth [trochlear] nerve palsy","06","Neurological","Both",0,1,334.42
"NS_334.44","Sixth [abducent] nerve palsy","06","Neurological","Both",0,1,334.44
"NS_334.5","Other disorders of glossopharyngeal [9th] nerve","06","Neurological","Both",0,1,334.5
"NS_334.6","Disorders of pneumogastric [10th] nerve","06","Neurological","Both",0,1,334.6
"NS_334.8","Disorders of hypoglossal [12th] nerve","06","Neurological","Both",0,1,334.8
"NS_334.9","Multiple cranial nerve palsies","06","Neurological","Both",0,1,334.9
"NS_335","Nerve root and plexus disorders","06","Neurological","Both",0,0,335
"NS_335.1","Nerve plexus lesions","06","Neurological","Both",0,1,335.1
"NS_335.2","Nerve root lesions","06","Neurological","Both",0,1,335.2
"NS_335.3","Neuralgic amyotrophy","06","Neurological","Both",0,1,335.3
"NS_335.4","Phantom limb (syndrome)","06","Neurological","Both",0,1,335.4
"NS_336","Mononeuropathies","06","Neurological","Both",0,0,336
"NS_336.4","Mononeuritis of upper limb","06","Neurological","Both",0,0,336.4
"NS_336.41","Carpal tunnel syndrome","06","Neurological","Both",0,0,336.41
"NS_336.411","Carpal tunnel syndrome, bilateral*","06","Neurological","Both",1,1,336.411
"NS_336.5","Mononeuritis of lower limb","06","Neurological","Both",0,0,336.5
"NS_336.51","Lesion of sciatic nerve","06","Neurological","Both",0,1,336.51
"NS_336.52","Meralgia paresthetica","06","Neurological","Both",0,1,336.52
"NS_337","Polyneuropathies","06","Neurological","Both",0,0,337
"NS_337.2","Inflammatory polyneuropathy","06","Neurological","Both",0,0,337.2
"NS_337.21","Guillain-Barre syndrome [Acute infective polyneuritis]","06","Neurological","Both",0,1,337.21
"NS_337.22","Chronic inflammatory demyelinating polyneuritis","06","Neurological","Both",0,1,337.22
"NS_337.3","Toxic polyneuropathy","06","Neurological","Both",0,1,337.3
"NS_337.4","Critical illness polyneuropathy","06","Neurological","Both",0,1,337.4
"NS_337.5","Polyneuropathy related to infections","06","Neurological","Both",0,1,337.5
"NS_337.6","Idiopathic progressive neuropathy","06","Neurological","Both",0,1,337.6
"NS_338","Myasthenia gravis and other myoneural disorders","06","Neurological","Both",0,0,338
"NS_338.1","Myasthenia gravis","06","Neurological","Both",0,1,338.1
"NS_338.2","Toxic myoneural disorders","06","Neurological","Both",0,1,338.2
"NS_338.3","Lambert-Eaton syndrome","06","Neurological","Both",0,1,338.3
"NS_339","Primary disorders of muscles","06","Neurological","Both",0,0,339
"NS_339.2","Myotonic disorders","06","Neurological","Both",0,1,339.2
"NS_339.4","Periodic paralysis","06","Neurological","Both",0,1,339.4
"NS_340","Myopathies","06","Neurological","Both",0,0,340
"NS_340.1","Critical illness myopathy","06","Neurological","Both",0,1,340.1
"NS_340.2","Toxic myopathy","06","Neurological","Both",0,1,340.2
"NS_340.3","Inflammatory and immune myopathies","06","Neurological","Both",0,1,340.3
"NS_341","Cerebral palsy and other paralytic syndromes","06","Neurological","Both",0,0,341
"NS_341.1","Cerebral palsy","06","Neurological","Both",0,0,341.1
"NS_341.11","Spastic cerebral palsy*","06","Neurological","Both",1,1,341.11
"NS_341.12","Athetoid cerebral palsy","06","Neurological","Both",0,1,341.12
"NS_341.13","Ataxic cerebral palsy*","06","Neurological","Both",1,1,341.13
"NS_341.2","Hemiplegia and hemiparesis","06","Neurological","Both",0,0,341.2
"NS_341.21","Flaccid hemiplegia","06","Neurological","Both",0,1,341.21
"NS_341.22","Spastic hemiplegia","06","Neurological","Both",0,1,341.22
"NS_341.23","Brown-Séquard syndrome*","06","Neurological","Both",1,1,341.23
"NS_341.6","Cauda equina syndrome","06","Neurological","Both",0,1,341.6
"NS_341.9","Transient paralysis","06","Neurological","Both",0,1,341.9
"NS_342","Plegia and unspecified paralysis","06","Neurological","Both",0,0,342
"NS_342.1","Paraplegia/Diplegia","06","Neurological","Both",0,1,342.1
"NS_342.2","Quadriplegia","06","Neurological","Both",0,1,342.2
"NS_342.4","Monoplegia","06","Neurological","Both",0,1,342.4
"NS_343","Disorders of autonomic nervous system","06","Neurological","Both",0,0,343
"NS_343.1","Peripheral autonomic neuropathy","06","Neurological","Both",0,1,343.1
"NS_343.2","Autonomic dysreflexia","06","Neurological","Both",0,1,343.2
"NS_343.3","Complex regional pain syndrome","06","Neurological","Both",0,1,343.3
"NS_343.5","Horner's syndrome*","06","Neurological","Both",1,1,343.5
"NS_343.6","Multi-system degeneration of the autonomic nervous system*","06","Neurological","Both",1,1,343.6
"NS_343.7","Postural orthostatic tachycardia syndrome [POTS]*","06","Neurological","Both",1,1,343.7
"NS_344","Disorders of the circulation of the cerebrospinal fluid","06","Neurological","Both",0,0,344
"NS_344.1","Hydrocephalus","06","Neurological","Both",0,0,344.1
"NS_344.11","Communicating hydrocephalus","06","Neurological","Both",0,1,344.11
"NS_344.12","Obstructive hydrocephalus","06","Neurological","Both",0,1,344.12
"NS_344.13","(Idiopathic) normal pressure hydrocephalus","06","Neurological","Both",0,1,344.13
"NS_344.2","Benign intracranial hypertension","06","Neurological","Both",0,1,344.2
"NS_344.3","Cerebrospinal fluid leak","06","Neurological","Both",0,1,344.3
"NS_345","Encephalopathy","06","Neurological","Both",0,0,345
"NS_345.1","Toxic encephalopathy","06","Neurological","Both",0,1,345.1
"NS_345.2","Metabolic encephalopathy","06","Neurological","Both",0,1,345.2
"NS_345.3","Hypertensive encephalopathy","06","Neurological","Both",0,1,345.3
"NS_345.5","Posterior reversible encephalopathy syndrome*","06","Neurological","Both",1,1,345.5
"NS_346","Brain damage and brain death","06","Neurological","Both",0,0,346
"NS_346.1","Postconcussion syndrome","06","Neurological","Both",0,1,346.1
"NS_346.2","Pseudobulbar affect","06","Neurological","Both",0,1,346.2
"NS_346.3","Anoxic brain damage","06","Neurological","Both",0,1,346.3
"NS_346.5","Compression of brain","06","Neurological","Both",0,1,346.5
"NS_346.6","Cerebral edema","06","Neurological","Both",0,1,346.6
"NS_347","Other disorders of the brain and CNS","06","Neurological","Both",0,0,347
"NS_347.1","Cerebral cysts","06","Neurological","Both",0,1,347.1
"NS_347.2","Disorders of meninges","06","Neurological","Both",0,0,347.2
"NS_347.21","Dural tear","06","Neurological","Both",0,1,347.21
"NS_347.3","Temporal sclerosis","06","Neurological","Both",0,1,347.3
"NS_348","Other diseases of spinal cord","06","Neurological","Both",0,0,348
"NS_348.1","Syringomyelia and syringobulbia","06","Neurological","Both",0,1,348.1
"NS_348.2","Myelopathies","06","Neurological","Both",0,0,348.2
"NS_348.21","Vascular myelopathies","06","Neurological","Both",0,1,348.21
"NS_348.4","Spinal cord compression*","06","Neurological","Both",1,1,348.4
"NS_349","Disorder of nervous system","06","Neurological","Both",0,0,349
"NS_349.1","Abnormal findings on diagnostic test of central nervous system","06","Neurological","Both",0,0,349.1
"NS_349.12","Abnormal electroencephalogram [EEG]","06","Neurological","Both",0,1,349.12
"NS_349.13","Abnormal findings on diagnostic imaging of skull and head","06","Neurological","Both",0,1,349.13
"NS_349.14","White matter disease, unspecified*","06","Neurological","Both",1,1,349.14
"NS_349.15","Intracranial space-occupying lesion found on diagnostic imaging of central nervous system*","06","Neurological","Both",1,1,349.15
"NS_349.2","Abnormal results of function studies of peripheral nervous system","06","Neurological","Both",0,1,349.2
"NS_349.3","Nonspecific abnormal electromyogram [EMG]","06","Neurological","Both",0,1,349.3
"NS_350","Other symptoms involving nervous  system","06","Neurological","Both",0,0,350
"NS_350.2","Meningismus","06","Neurological","Both",0,1,350.2
"NS_350.3","Abnormal reflex","06","Neurological","Both",0,1,350.3
"NS_350.4","Abnormal posture","06","Neurological","Both",0,1,350.4
"NS_350.5","Repeated falls*","06","Neurological","Both",1,1,350.5
"NS_351","Disturbances of skin sensation","06","Neurological","Both",0,0,351
"NS_351.1","Anesthesia of skin*","06","Neurological","Both",1,1,351.1
"NS_351.2","Hypoesthesia of skin*","06","Neurological","Both",1,1,351.2
"NS_351.3","Paresthesia of skin*","06","Neurological","Both",1,1,351.3
"NS_351.4","Hyperesthesia*","06","Neurological","Both",1,1,351.4
"NS_352","Disturbances of sensation of smell and taste","06","Neurological","Both",0,0,352
"NS_352.1","Anosmia and Parosmia*","06","Neurological","Both",1,1,352.1
"NS_352.2","Parageusia*","06","Neurological","Both",1,1,352.2
"NS_354","Dizziness and giddiness","06","Neurological","Both",0,1,354
"NS_355","Coma and other alteration of consciousness","06","Neurological","Both",0,0,355
"NS_355.1","Coma","06","Neurological","Both",0,1,355.1
"NS_355.2","Alteration of consciousness","06","Neurological","Both",0,0,355.2
"NS_355.21","Transient alteration of awareness","06","Neurological","Both",0,1,355.21
"NS_356","Speech disturbance","06","Neurological","Both",0,0,356
"NS_356.1","Dysarthria","06","Neurological","Both",0,1,356.1
"NS_356.2","Aphasia and dysphasia","06","Neurological","Both",0,1,356.2
